timestamp_ms,frame_number,trial,HEAD_motion,LEFT_ARM_motion,RIGHT_ARM_motion,TORSO_motion,LEFT_LEG_motion,RIGHT_LEG_motion,HEAD_observability,LEFT_ARM_observability,RIGHT_ARM_observability,TORSO_observability,LEFT_LEG_observability,RIGHT_LEG_observability,HEAD_state,LEFT_ARM_state,RIGHT_ARM_state,TORSO_state,LEFT_LEG_state,RIGHT_LEG_state,OVERALL_state
27064,787,STILL,0.00063651,0.00066713,0.00107762,0.00042394,0.00120932,0.00149934,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27096,788,STILL,0.00082310,0.00093000,0.00135023,0.00039275,0.00120381,0.00136063,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27127,789,STILL,0.00081400,0.00094209,0.00128635,0.00038437,0.00131058,0.00156662,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27160,790,STILL,0.00085727,0.00101662,0.00115148,0.00045666,0.00119291,0.00191217,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27192,791,STILL,0.00089789,0.00098003,0.00107837,0.00049598,0.00126301,0.00243065,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27224,792,STILL,0.00126307,0.00110488,0.00126466,0.00056644,0.00121514,0.00262839,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27256,793,STILL,0.00188401,0.00185131,0.00160428,0.00083718,0.00124471,0.00249814,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27288,794,STILL,0.00310548,0.00240798,0.00290169,0.00111906,0.00129783,0.00292785,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27336,795,STILL,0.00536458,0.00282983,0.00286553,0.00131760,0.00114958,0.00286727,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27368,796,STILL,0.00710840,0.00436454,0.00391050,0.00184465,0.00162897,0.00308934,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27400,797,STILL,0.00929133,0.00625967,0.00496144,0.00268393,0.00192723,0.00301878,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27432,798,STILL,0.01165826,0.00729687,0.00550670,0.00319095,0.00206326,0.00278725,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27465,799,STILL,0.01378395,0.00957782,0.00608836,0.00379862,0.00197466,0.00248727,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27497,800,STILL,0.01482156,0.01083640,0.00665533,0.00418186,0.00197759,0.00223511,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
27529,801,STILL,0.01589043,0.01209736,0.00688498,0.00436979,0.00187615,0.00206744,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27560,802,STILL,0.01664933,0.01257773,0.00656304,0.00458444,0.00184344,0.00209764,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27592,803,STILL,0.01626389,0.01322341,0.00730548,0.00483181,0.00204521,0.00191519,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27624,804,STILL,0.01584355,0.01252907,0.00663986,0.00484083,0.00248085,0.00208802,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27656,805,STILL,0.01503823,0.01146008,0.00626929,0.00456140,0.00231178,0.00217985,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27688,806,STILL,0.01383001,0.01222774,0.00631175,0.00466109,0.00246076,0.00217565,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27736,807,STILL,0.01284629,0.01074249,0.00608570,0.00444300,0.00274654,0.00274507,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27768,808,STILL,0.01239262,0.00966895,0.00577754,0.00412617,0.00284125,0.00267940,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27800,809,STILL,0.01126546,0.00803197,0.00571157,0.00380157,0.00284586,0.00282434,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27833,810,STILL,0.00964784,0.00752498,0.00503795,0.00359873,0.00280029,0.00249269,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27864,811,STILL,0.00820067,0.00734330,0.00407894,0.00330866,0.00264891,0.00245128,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27896,812,STILL,0.00694827,0.00633456,0.00375789,0.00285251,0.00176177,0.00207094,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27928,813,STILL,0.00584642,0.00609924,0.00330935,0.00243426,0.00163500,0.00193278,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27960,814,STILL,0.00479680,0.00439849,0.00284253,0.00184523,0.00133218,0.00181633,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
27992,815,STILL,0.00367387,0.00359798,0.00275109,0.00146517,0.00108281,0.00112753,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
28024,816,STILL,0.00266255,0.00360378,0.00240515,0.00129147,0.00098626,0.00111523,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
28056,817,STILL,0.00213462,0.00351241,0.00204504,0.00117362,0.00094691,0.00106562,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
28105,818,STILL,0.00199664,0.00340307,0.00192686,0.00090520,0.00091671,0.00121861,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
28136,819,STILL,0.00162274,0.00275637,0.00170963,0.00070979,0.00078544,0.00109198,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,MOVING,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
28168,820,STILL,0.00140642,0.00273420,0.00157167,0.00065580,0.00088650,0.00108048,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
28200,821,STILL,0.00118731,0.00231312,0.00139304,0.00064688,0.00110533,0.00112888,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28232,822,STILL,0.00128884,0.00235653,0.00133587,0.00067745,0.00116525,0.00147538,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28264,823,STILL,0.00143201,0.00235724,0.00119929,0.00077808,0.00108425,0.00147318,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28297,824,STILL,0.00149574,0.00223642,0.00134413,0.00088480,0.00106150,0.00139083,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28328,825,STILL,0.00151934,0.00207439,0.00138915,0.00091059,0.00109772,0.00130148,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28360,826,STILL,0.00163049,0.00189987,0.00153419,0.00104796,0.00118896,0.00101748,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28392,827,STILL,0.00163861,0.00173087,0.00179629,0.00120909,0.00139745,0.00102681,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28424,828,STILL,0.00181628,0.00166561,0.00186072,0.00127563,0.00128464,0.00145545,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28456,829,STILL,0.00195915,0.00149176,0.00216641,0.00127798,0.00119176,0.00149636,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28504,830,STILL,0.00177802,0.00132174,0.00225518,0.00122046,0.00129643,0.00132312,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28536,831,STILL,0.00157693,0.00125410,0.00222839,0.00109346,0.00131679,0.00120856,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28568,832,STILL,0.00151214,0.00110862,0.00209673,0.00100743,0.00134416,0.00124721,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28600,833,STILL,0.00162546,0.00119189,0.00221109,0.00117810,0.00156015,0.00184325,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28632,834,STILL,0.00175649,0.00142483,0.00279004,0.00171538,0.00204860,0.00230841,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28664,835,STILL,0.00468146,0.02046274,0.02660657,0.01400702,0.01136141,0.01602344,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28696,836,STILL,0.00804644,0.04301279,0.03918014,0.02394516,0.02410824,0.02130406,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
28728,837,STILL,0.00818695,0.04529637,0.04236028,0.02571493,0.02652967,0.02242057,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,STATIONARY,MOVING,MOVING
28760,838,STILL,0.00847200,0.04616554,0.04321450,0.02615538,0.02711422,0.02252899,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
28792,839,STILL,0.00867029,0.04615099,0.04362452,0.02625418,0.02744166,0.02267388,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
28824,840,STILL,0.00886459,0.04631997,0.04393341,0.02641696,0.02766388,0.02271972,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
28872,841,STILL,0.00872173,0.04619332,0.04385030,0.02624912,0.02759846,0.02218445,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
28904,842,STILL,0.00835256,0.04594800,0.04306599,0.02565862,0.02711909,0.02170967,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
28937,843,STILL,0.00539004,0.02692967,0.01909875,0.01328059,0.01766220,0.00806619,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
28968,844,STILL,0.00189585,0.00456188,0.00649139,0.00330678,0.00503521,0.00250806,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
29000,845,STILL,0.00158566,0.00236702,0.00339292,0.00144915,0.00247751,0.00124025,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
29032,846,STILL,0.00126071,0.00156891,0.00259212,0.00106502,0.00176055,0.00114994,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
29064,847,STILL,0.00101389,0.00156084,0.00252070,0.00102243,0.00136873,0.00109782,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
29096,848,STILL,0.00074368,0.00135388,0.00237728,0.00090192,0.00109918,0.00102906,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
29129,849,STILL,0.00070033,0.00128543,0.00231413,0.00093950,0.00088946,0.00102300,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
29161,850,STILL,0.00060277,0.00110895,0.00229181,0.00100451,0.00087038,0.00109691,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
29193,851,STILL,0.00052268,0.00093870,0.00220930,0.00098477,0.00097991,0.00098342,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,MOVING
29224,852,STILL,0.00050586,0.00078786,0.00207147,0.00102455,0.00102733,0.00093072,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29272,853,STILL,0.00048147,0.00078156,0.00169302,0.00102710,0.00112302,0.00103114,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29304,854,STILL,0.00047412,0.00066691,0.00148805,0.00094245,0.00109689,0.00103215,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29336,855,STILL,0.00043725,0.00070106,0.00107056,0.00085468,0.00109270,0.00095552,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29368,856,STILL,0.00043179,0.00063988,0.00078252,0.00076687,0.00115160,0.00094094,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29400,857,STILL,0.00042022,0.00060132,0.00067545,0.00068444,0.00128627,0.00097421,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29432,858,STILL,0.00046742,0.00060889,0.00068718,0.00051473,0.00113435,0.00089304,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29464,859,STILL,0.00049172,0.00086489,0.00069212,0.00050723,0.00107467,0.00098440,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29496,860,STILL,0.00047577,0.00086075,0.00063349,0.00046582,0.00093262,0.00100456,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29529,861,STILL,0.00043423,0.00074325,0.00057303,0.00041785,0.00089875,0.00087088,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29561,862,STILL,0.00038177,0.00084858,0.00050391,0.00046428,0.00092441,0.00091074,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29592,863,STILL,0.00043113,0.00080806,0.00047378,0.00048974,0.00094022,0.00094302,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29640,864,STILL,0.00040337,0.00079564,0.00046832,0.00048139,0.00089003,0.00109744,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29672,865,STILL,0.00037651,0.00086154,0.00040750,0.00045277,0.00101666,0.00130637,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29704,866,STILL,0.00031231,0.00087055,0.00029276,0.00046967,0.00105845,0.00132575,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29736,867,STILL,0.00029130,0.00058469,0.00022384,0.00039362,0.00094249,0.00119166,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29768,868,STILL,0.00023382,0.00061178,0.00021164,0.00037807,0.00118284,0.00108056,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29799,869,STILL,0.00026655,0.00071783,0.00020302,0.00044950,0.00114920,0.00132426,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29833,870,STILL,0.00025371,0.00063176,0.00025146,0.00038644,0.00111318,0.00107577,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29864,871,STILL,0.00021825,0.00058711,0.00033776,0.00042312,0.00114396,0.00110992,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29896,872,STILL,0.00025749,0.00066805,0.00035912,0.00041494,0.00117053,0.00125496,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29928,873,STILL,0.00023113,0.00059061,0.00039068,0.00040066,0.00083842,0.00098571,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29960,874,STILL,0.00021895,0.00055138,0.00044403,0.00037984,0.00079414,0.00096913,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
29993,875,STILL,0.00021846,0.00055833,0.00043908,0.00038658,0.00079195,0.00108006,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30041,876,STILL,0.00021796,0.00051793,0.00046236,0.00036739,0.00050782,0.00119528,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30072,877,STILL,0.00024829,0.00044565,0.00043383,0.00030747,0.00044021,0.00104917,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30104,878,STILL,0.00028732,0.00046474,0.00042447,0.00029627,0.00039761,0.00106337,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30136,879,STILL,0.00031103,0.00048447,0.00039506,0.00022394,0.00030348,0.00097001,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30168,880,STILL,0.00037200,0.00038588,0.00037334,0.00021947,0.00023981,0.00066821,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30200,881,STILL,0.00050967,0.00038599,0.00033629,0.00020546,0.00028461,0.00066866,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30233,882,STILL,0.00058078,0.00038908,0.00028767,0.00019694,0.00035908,0.00065757,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30265,883,STILL,0.00061059,0.00057258,0.00030781,0.00020003,0.00033109,0.00057151,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30296,884,STILL,0.00064265,0.00066782,0.00026805,0.00020037,0.00033633,0.00047293,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30327,885,STILL,0.00059916,0.00063895,0.00027051,0.00020284,0.00029293,0.00035775,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30360,886,STILL,0.00061092,0.00060536,0.00028132,0.00020522,0.00034193,0.00039876,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30392,887,STILL,0.00054861,0.00060225,0.00026988,0.00020164,0.00035025,0.00038296,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30441,888,STILL,0.00046043,0.00063944,0.00027999,0.00019453,0.00036661,0.00032902,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
30470,889,STILL,0.00036826,0.00073728,0.00030308,0.00020677,0.00036686,0.00031435,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
