timestamp_ms,frame_number,HEAD_motion,LEFT_ARM_motion,RIGHT_ARM_motion,TORSO_motion,LEFT_LEG_motion,RIGHT_LEG_motion,HEAD_observability,LEFT_ARM_observability,RIGHT_ARM_observability,TORSO_observability,LEFT_LEG_observability,RIGHT_LEG_observability,HEAD_state,LEFT_ARM_state,RIGHT_ARM_state,TORSO_state,LEFT_LEG_state,RIGHT_LEG_state,OVERALL_state
105364,3115,0.00084613,0.00489935,0.00079465,0.00108795,0.00238691,0.00332120,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105395,3116,0.00074872,0.00415174,0.00134635,0.00100831,0.00199692,0.00264783,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105444,3117,0.00072358,0.00338929,0.00132144,0.00117137,0.00252529,0.00310629,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105475,3118,0.00064655,0.00329070,0.00156523,0.00116865,0.00251517,0.00311506,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105508,3119,0.00064969,0.00358133,0.00157362,0.00124464,0.00274297,0.00325419,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105539,3120,0.00047333,0.00498314,0.00152340,0.00090598,0.00221096,0.00306656,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105572,3121,0.00051786,0.00634926,0.00151789,0.00117112,0.00237708,0.00348988,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105603,3122,0.00045666,0.00761685,0.00171950,0.00122731,0.00266294,0.00375335,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105636,3123,0.00048241,0.00967516,0.00185683,0.00134048,0.00272738,0.00376206,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105667,3124,0.00050354,0.01103708,0.00134403,0.00151327,0.00311746,0.00441679,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105699,3125,0.00049179,0.01250512,0.00147086,0.00136222,0.00265654,0.00413136,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105732,3126,0.00052935,0.01375797,0.00125935,0.00127484,0.00269106,0.00381965,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105763,3127,0.00050725,0.01526980,0.00161478,0.00135998,0.00281227,0.00408421,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105811,3128,0.00049344,0.01592085,0.00168853,0.00150547,0.00265303,0.00359667,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105843,3129,0.00042493,0.01544530,0.00175050,0.00129616,0.00201045,0.00317437,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105875,3130,0.00060795,0.01551952,0.00162684,0.00124554,0.00177096,0.00290212,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105907,3131,0.00062337,0.01460550,0.00170191,0.00115183,0.00173912,0.00291291,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105939,3132,0.00064402,0.01394794,0.00178091,0.00097567,0.00152123,0.00249045,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
105972,3133,0.00075176,0.01284004,0.00166169,0.00092334,0.00148363,0.00260053,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106004,3134,0.00069553,0.01128586,0.00163436,0.00085272,0.00166069,0.00279962,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106036,3135,0.00071340,0.00921812,0.00125664,0.00065824,0.00139739,0.00255225,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106068,3136,0.00062012,0.00762574,0.00140524,0.00061391,0.00169267,0.00286027,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106100,3137,0.00073059,0.00677608,0.00178103,0.00094079,0.00219431,0.00389905,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106131,3138,0.00054761,0.00658562,0.00189731,0.00094748,0.00213922,0.00455812,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106163,3139,0.00059659,0.00758447,0.00196655,0.00102077,0.00239625,0.00444368,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106211,3140,0.00071215,0.00941262,0.00193817,0.00144175,0.00337634,0.00551100,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106243,3141,0.00062552,0.01051958,0.00214020,0.00152717,0.00339583,0.00541251,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106275,3142,0.00065087,0.01216365,0.00215002,0.00150214,0.00308688,0.00519041,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106308,3143,0.00070980,0.01412853,0.00224996,0.00152452,0.00292946,0.00522781,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106339,3144,0.00072876,0.01563356,0.00213401,0.00143250,0.00287751,0.00486335,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106371,3145,0.00060146,0.01601363,0.00175301,0.00106296,0.00237052,0.00342828,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106403,3146,0.00062251,0.01607878,0.00168156,0.00121899,0.00243385,0.00321960,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106435,3147,0.00055449,0.01552070,0.00136840,0.00121088,0.00215387,0.00329464,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106467,3148,0.00043507,0.01382854,0.00142594,0.00082358,0.00187735,0.00188682,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106499,3149,0.00045057,0.01236978,0.00121910,0.00079802,0.00193392,0.00175671,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106532,3150,0.00043000,0.01087383,0.00121376,0.00087527,0.00187551,0.00160586,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106580,3151,0.00039555,0.00884122,0.00134323,0.00135319,0.00343288,0.00366038,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106612,3152,0.00042769,0.00706093,0.00145026,0.00135578,0.00307092,0.00364937,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106643,3153,0.00041975,0.00637047,0.00170396,0.00148484,0.00376024,0.00381846,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106675,3154,0.00038780,0.00507060,0.00187758,0.00129618,0.00370954,0.00403984,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106707,3155,0.00045852,0.00488113,0.00203379,0.00129990,0.00369148,0.00399269,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106740,3156,0.00047465,0.00506495,0.00187360,0.00128252,0.00298493,0.00404772,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106771,3157,0.00046035,0.00674701,0.00193097,0.00130278,0.00309154,0.00418785,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106804,3158,0.00053554,0.00881259,0.00200346,0.00134592,0.00333244,0.00457981,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106836,3159,0.00050656,0.01060750,0.00177019,0.00085796,0.00175875,0.00227746,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106868,3160,0.00050737,0.01204811,0.00163473,0.00086312,0.00176842,0.00234610,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106899,3161,0.00054005,0.01400708,0.00139910,0.00080066,0.00112525,0.00211951,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106931,3162,0.00071667,0.01528249,0.00136574,0.00103529,0.00189455,0.00205926,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
106979,3163,0.00072227,0.01567133,0.00124051,0.00098081,0.00190042,0.00237122,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107010,3164,0.00071673,0.01597943,0.00126233,0.00095330,0.00202015,0.00230061,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107043,3165,0.00071905,0.01506527,0.00138523,0.00119060,0.00222475,0.00275420,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107075,3166,0.00076726,0.01390421,0.00115122,0.00114262,0.00206714,0.00240711,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107107,3167,0.00076196,0.01267885,0.00125684,0.00108009,0.00207737,0.00253921,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107139,3168,0.00074020,0.01131345,0.00122634,0.00106748,0.00205564,0.00243517,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107172,3169,0.00072136,0.00923380,0.00114969,0.00103870,0.00209315,0.00241484,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107203,3170,0.00052297,0.00805859,0.00103073,0.00078077,0.00123423,0.00182666,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107235,3171,0.00047875,0.00660905,0.00099418,0.00091276,0.00130651,0.00160236,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107267,3172,0.00040240,0.00518487,0.00116544,0.00090499,0.00110512,0.00160524,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107299,3173,0.00080022,0.00580822,0.00156287,0.00071591,0.00094635,0.00101122,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107347,3174,0.00068684,0.00679939,0.00167814,0.00068948,0.00090302,0.00118453,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107379,3175,0.00072076,0.00827100,0.00204036,0.00090106,0.00118455,0.00178762,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107411,3176,0.00071451,0.01048971,0.00209944,0.00093303,0.00119085,0.00192404,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107443,3177,0.00073959,0.01234058,0.00225013,0.00106070,0.00124984,0.00254712,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107475,3178,0.00079929,0.01448334,0.00225972,0.00111190,0.00118662,0.00245061,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107506,3179,0.00081488,0.01588602,0.00231360,0.00101259,0.00127774,0.00243325,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107539,3180,0.00091833,0.01713895,0.00218421,0.00102494,0.00131804,0.00248013,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107571,3181,0.00053999,0.01685046,0.00164671,0.00098329,0.00115234,0.00266156,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107603,3182,0.00065572,0.01599205,0.00160096,0.00104096,0.00110971,0.00268267,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107635,3183,0.00067514,0.01486603,0.00126074,0.00102737,0.00099936,0.00197591,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107667,3184,0.00071267,0.01300629,0.00121427,0.00112107,0.00113097,0.00203746,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107699,3185,0.00074773,0.01138045,0.00107295,0.00111309,0.00129117,0.00177785,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107747,3186,0.00069940,0.00921825,0.00106376,0.00114862,0.00139932,0.00207187,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107779,3187,0.00068785,0.00758814,0.00148267,0.00113048,0.00122889,0.00229526,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107811,3188,0.00061156,0.00659120,0.00161105,0.00117720,0.00133863,0.00267898,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107844,3189,0.00061796,0.00553349,0.00166114,0.00121903,0.00201526,0.00284172,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107875,3190,0.00053841,0.00468248,0.00171668,0.00125037,0.00217336,0.00303541,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107907,3191,0.00049021,0.00399310,0.00155905,0.00107411,0.00204685,0.00313417,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107939,3192,0.00065401,0.00501766,0.00147590,0.00093614,0.00190898,0.00299769,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
107971,3193,0.00059707,0.00636038,0.00151582,0.00079248,0.00164026,0.00252706,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108003,3194,0.00062915,0.00801833,0.00144852,0.00074635,0.00177600,0.00230695,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108036,3195,0.00061661,0.01028090,0.00121342,0.00082517,0.00197431,0.00235285,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108068,3196,0.00064410,0.01168971,0.00124560,0.00077349,0.00185809,0.00213025,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108099,3197,0.00062185,0.01301991,0.00120127,0.00074589,0.00122791,0.00177798,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108147,3198,0.00066322,0.01512953,0.00112122,0.00077108,0.00153209,0.00140508,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108180,3199,0.00070429,0.01656121,0.00119178,0.00081017,0.00154475,0.00176831,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108212,3200,0.00051870,0.01611471,0.00122426,0.00079452,0.00154500,0.00166659,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108244,3201,0.00081790,0.01628816,0.00118339,0.00084285,0.00193182,0.00208487,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108276,3202,0.00083031,0.01546337,0.00114151,0.00084372,0.00175650,0.00207600,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108307,3203,0.00089737,0.01402214,0.00104204,0.00088589,0.00241157,0.00309831,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108340,3204,0.00085012,0.01257563,0.00110288,0.00087478,0.00231760,0.00300783,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108372,3205,0.00091416,0.01096497,0.00109294,0.00099145,0.00259394,0.00370790,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108404,3206,0.00083168,0.00850051,0.00120459,0.00092413,0.00246491,0.00403861,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108436,3207,0.00081524,0.00723927,0.00119274,0.00096460,0.00245644,0.00378093,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108467,3208,0.00078890,0.00650823,0.00128842,0.00102754,0.00246779,0.00394561,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108515,3209,0.00047321,0.00570598,0.00135627,0.00120008,0.00237684,0.00395187,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108548,3210,0.00048555,0.00626684,0.00150944,0.00119483,0.00236651,0.00393711,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108581,3211,0.00037941,0.00774115,0.00145547,0.00112790,0.00153134,0.00261732,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108613,3212,0.00043833,0.00995763,0.00130022,0.00115962,0.00158761,0.00279564,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108644,3213,0.00039290,0.01170611,0.00125775,0.00109414,0.00172985,0.00243490,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108675,3214,0.00047737,0.01378539,0.00158861,0.00123307,0.00178221,0.00259634,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108707,3215,0.00046432,0.01551983,0.00158788,0.00130112,0.00237825,0.00331221,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108740,3216,0.00052767,0.01739370,0.00162953,0.00137118,0.00245074,0.00325089,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108771,3217,0.00060983,0.01821434,0.00163568,0.00131930,0.00218884,0.00311124,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108803,3218,0.00056331,0.01761297,0.00165487,0.00137886,0.00228745,0.00316766,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108835,3219,0.00060164,0.01585659,0.00178222,0.00145659,0.00232296,0.00369610,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
108867,3220,0.00058266,0.01412179,0.00173642,0.00143225,0.00226384,0.00351123,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING
