timestamp_ms,frame_number,HEAD_motion,LEFT_ARM_motion,RIGHT_ARM_motion,TORSO_motion,LEFT_LEG_motion,RIGHT_LEG_motion,HEAD_observability,LEFT_ARM_observability,RIGHT_ARM_observability,TORSO_observability,LEFT_LEG_observability,RIGHT_LEG_observability,HEAD_state,LEFT_ARM_state,RIGHT_ARM_state,TORSO_state,LEFT_LEG_state,RIGHT_LEG_state,OVERALL_state
57027,1664,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57060,1665,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57085,1666,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57122,1667,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57155,1668,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57187,1669,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57219,1670,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57251,1671,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57283,1672,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57315,1673,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57347,1674,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57379,1675,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57427,1676,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57447,1677,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57462,1678,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57523,1679,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57554,1680,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57586,1681,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57619,1682,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57651,1683,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57683,1684,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57715,1685,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57747,1686,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57794,1687,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57827,1688,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57856,1689,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57872,1690,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57922,1691,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57956,1692,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
57987,1693,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
58019,1694,,,,,,,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNRELIABLE,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
58051,1695,,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
58091,1696,,0.36301434,0.34560931,0.13330449,0.10818077,0.07297607,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
58123,1697,,0.31193881,0.31793331,0.09943688,0.06378177,0.04472612,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
58154,1698,,0.23602043,0.24532166,0.07034251,0.04760648,0.03346530,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58195,1699,,0.21105185,0.22084447,0.06329347,0.04710703,0.03250040,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58227,1700,,0.17038930,0.18096346,0.05156077,0.04327457,0.02822657,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58250,1701,,0.14437913,0.15472468,0.04406909,0.03943957,0.02437575,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58281,1702,,0.13873323,0.14919216,0.03922721,0.03818882,0.02270500,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58323,1703,,0.15186558,0.15831084,0.04698464,0.03677565,0.02250315,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58355,1704,,0.12123831,0.12607756,0.03505938,0.02443256,0.01382542,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58387,1705,,0.09489584,0.09824493,0.03040140,0.02536775,0.01318887,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58419,1706,,0.08718010,0.09089741,0.03052388,0.02638535,0.01266857,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58451,1707,,0.08376575,0.09032793,0.02757000,0.02423730,0.01154570,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58484,1708,,0.09460752,0.09801175,0.02779521,0.02176366,0.01033555,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58517,1709,,0.12048511,0.12598929,0.03961050,0.02766824,0.01668805,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58563,1710,,0.10949928,0.11361304,0.04053330,0.02645190,0.01700015,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58596,1711,,0.08766241,0.09572281,0.03198173,0.02516966,0.01811648,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58627,1712,,0.07759067,0.08720682,0.02854817,0.02521960,0.01949982,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58658,1713,,0.10121951,0.11346171,0.03580957,0.03068070,0.02253217,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58690,1714,,0.11632144,0.12889968,0.03874212,0.03156573,0.02252010,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58723,1715,,0.10525285,0.11437000,0.03699327,0.02822298,0.02017700,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58755,1716,,0.11242011,0.12094253,0.04330709,0.02948564,0.02147890,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58787,1717,,0.08840164,0.09272802,0.03303419,0.02305395,0.01839354,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58819,1718,,0.08675824,0.09103713,0.03147470,0.02127908,0.01673219,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58852,1719,,0.07835580,0.08170265,0.02767928,0.02023499,0.01357044,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58883,1720,,0.08593444,0.08824834,0.02973935,0.02066396,0.01382921,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58915,1721,,0.06427311,0.06046660,0.02089692,0.01322565,0.01004189,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58963,1722,,0.05988823,0.05286065,0.02045014,0.01106751,0.00995407,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
58995,1723,,0.07298002,0.06529088,0.02818867,0.01388022,0.01323342,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59023,1724,,0.07288675,0.07204680,0.02802477,0.01212992,0.01202896,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59055,1725,,0.08170452,0.07507172,0.02999736,0.01213317,0.00895800,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59087,1726,,0.09606167,0.08809270,0.03275776,0.01170313,0.00895613,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59123,1727,,0.11071560,0.10076292,0.03712116,0.01332295,0.01132642,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59155,1728,,0.09972805,0.09361719,0.03542681,0.01296440,0.01260698,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59187,1729,,0.09176977,0.08735698,0.03385919,0.01172859,0.01270637,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59219,1730,,0.07856505,0.07459750,0.03035503,0.01153736,0.01315589,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59251,1731,,0.06339720,0.05931164,0.02250940,0.00903160,0.00996798,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59283,1732,,0.04468607,0.03616688,0.01661377,0.01042468,0.01269578,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59331,1733,,0.03321265,0.03066604,0.01306763,0.00991274,0.01277998,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59364,1734,,0.01889399,0.01753574,0.00999079,0.01126291,0.01526231,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59385,1735,,0.00424706,0.00446925,0.00562248,0.00952590,0.01397906,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59418,1736,,0.00335379,0.00296204,0.00435735,0.00908572,0.01195093,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59449,1737,,0.00323934,0.00250287,0.00414802,0.00904701,0.01139205,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59481,1738,,0.00310100,0.00260137,0.00374679,0.00777254,0.01048292,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59523,1739,,0.00319119,0.00243129,0.00435419,0.00963883,0.01154012,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59555,1740,,0.00322787,0.00232411,0.00372821,0.00918563,0.00919157,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59587,1741,,0.00246964,0.00224690,0.00353016,0.00914743,0.00986495,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
59619,1742,,0.00217996,0.00207956,0.00389924,0.00934506,0.00897065,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59651,1743,,0.00221628,0.00211945,0.00379488,0.00869551,0.00763975,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59684,1744,,0.00205061,0.00210770,0.00364129,0.00806191,0.00640853,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59731,1745,,0.00257734,0.00227911,0.00437659,0.01005085,0.00710958,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59763,1746,,0.00297653,0.00292260,0.00685019,0.01525593,0.01431784,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59795,1747,,0.00291180,0.00292337,0.00638192,0.01386418,0.01376262,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59826,1748,,0.00355653,0.00312053,0.00665442,0.01375009,0.01377049,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59858,1749,,0.00385314,0.00396500,0.00670538,0.01288246,0.01291574,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59890,1750,,0.00417111,0.00458514,0.00656271,0.01226008,0.01188046,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59923,1751,,0.01933482,0.02034113,0.01293173,0.01539308,0.01737390,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59955,1752,,0.03167185,0.02339418,0.01597421,0.01837129,0.01863578,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
59989,1753,,0.03434052,0.02530869,0.01645626,0.01681251,0.01837128,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60019,1754,,0.03463276,0.02656248,0.01437691,0.01181919,0.01154918,UNRELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,UNCERTAIN,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60051,1755,0.00000000,0.07705789,0.06560207,0.02785716,0.01995493,0.01880548,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60099,1756,0.00399495,0.09539460,0.08664615,0.03281860,0.02019255,0.01980156,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60131,1757,0.00555740,0.11623526,0.10449847,0.04016339,0.02887793,0.02794628,PARTIAL,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60160,1758,0.00469488,0.11843190,0.10670200,0.04167655,0.02962695,0.02951846,PARTIAL,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60192,1759,0.00412565,0.10326248,0.09103723,0.03576244,0.02784981,0.02761130,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60224,1760,0.00354295,0.09092495,0.08796974,0.03280218,0.02547366,0.02665278,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60255,1761,0.00306772,0.08778613,0.08601511,0.03177774,0.02576522,0.02705607,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
60286,1762,0.00283082,0.08705509,0.08407010,0.03164356,0.02595019,0.02776525,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,PARTIAL,STATIONARY,MOVING,MOVING,MOVING,MOVING,MOVING,MOVING
