timestamp_ms,frame_number,track_id,trial,body_scale,HEAD_raw_motion,HEAD_normalized_motion,HEAD_motion,LEFT_EYE_motion,RIGHT_EYE_motion,LEFT_ARM_motion,RIGHT_ARM_motion,TORSO_motion,LEFT_LEG_motion,RIGHT_LEG_motion,HEAD_observability,LEFT_EYE_observability,RIGHT_EYE_observability,LEFT_ARM_observability,RIGHT_ARM_observability,TORSO_observability,LEFT_LEG_observability,RIGHT_LEG_observability,HEAD_state,LEFT_EYE_state,RIGHT_EYE_state,LEFT_ARM_state,RIGHT_ARM_state,TORSO_state,LEFT_LEG_state,RIGHT_LEG_state,OVERALL_state
19313,557,3,STILL,0.13364559,0.00258168,0.01931737,0.01348653,0.02129161,0.02165264,0.01872714,0.01809489,0.01407329,0.03576222,0.03509514,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19345,558,3,STILL,0.13278286,0.00263548,0.01984806,0.01509368,0.02457886,0.02549727,0.01851872,0.02069768,0.01502932,0.03492812,0.03638312,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19377,559,3,STILL,0.13255313,0.00194477,0.01467161,0.01570762,0.02678315,0.02761593,0.02059836,0.02218431,0.01506110,0.03472056,0.03509732,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19409,560,3,STILL,0.13172834,0.00352418,0.02675342,0.01714508,0.03205645,0.03292946,0.01991434,0.02555378,0.01483886,0.03409776,0.03461805,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19441,561,3,STILL,0.13132702,0.00259465,0.01975718,0.01806251,0.03513382,0.03589492,0.02063148,0.02977539,0.01608899,0.03747606,0.03627910,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19472,562,3,STILL,0.13111864,0.00226084,0.01724272,0.01888808,0.03767889,0.03768764,0.02148122,0.03389098,0.01591815,0.03361227,0.03212236,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19503,563,3,STILL,0.13100892,0.00198488,0.01515069,0.01849534,0.03696021,0.03804590,0.02218990,0.03554688,0.01666675,0.03147429,0.03173663,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19535,564,3,STILL,0.13025847,0.00410112,0.03148445,0.02052819,0.04157981,0.04176568,0.02393439,0.03549569,0.01843821,0.03876908,0.03784447,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19578,565,3,STILL,0.12990663,0.00253454,0.01951044,0.02055232,0.04316175,0.04236994,0.02209073,0.03581505,0.01901678,0.04109113,0.03847129,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19611,566,3,STILL,0.12960139,0.00207966,0.01604658,0.02007714,0.04384529,0.04225399,0.02233698,0.03543310,0.01903450,0.04150778,0.03605917,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19643,567,3,STILL,0.12896447,0.00256353,0.01987780,0.02072791,0.04543209,0.04390499,0.02243178,0.03525149,0.01945698,0.03929714,0.03543507,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19674,568,3,STILL,0.12899503,0.00212248,0.01645396,0.01944048,0.04354797,0.04203436,0.02310379,0.03338528,0.01899843,0.03883423,0.03570890,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19706,569,3,STILL,0.12889288,0.00278619,0.02161635,0.01967287,0.04483915,0.04215108,0.02133160,0.03112642,0.01825805,0.03234900,0.03328044,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19738,570,3,STILL,0.12902286,0.00151239,0.01172190,0.01898277,0.04171568,0.04027969,0.02203297,0.02781500,0.01741106,0.03218671,0.03118231,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19769,571,3,STILL,0.12925966,0.00210398,0.01627716,0.01912358,0.04231172,0.04017917,0.02143430,0.02589348,0.01670912,0.03170971,0.02926088,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19802,572,3,STILL,0.12910602,0.00139782,0.01082694,0.01654139,0.03688770,0.03493974,0.02161901,0.02411348,0.01546755,0.02367860,0.02409319,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19834,573,3,STILL,0.12929807,0.00109014,0.00843123,0.01515649,0.03305913,0.03124953,0.02166009,0.02134830,0.01398067,0.01907680,0.01916949,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19866,574,3,STILL,0.12955585,0.00103596,0.00799626,0.01415020,0.03069851,0.02934459,0.02205807,0.02052096,0.01398275,0.01937983,0.01979713,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19898,575,3,STILL,0.12953136,0.00140609,0.01085521,0.01302238,0.02694909,0.02691740,0.02109741,0.01939185,0.01404302,0.01773716,0.02194704,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING,MOVING
19930,576,3,STILL,0.12923027,0.00160997,0.01245817,0.01252290,0.02446129,0.02503058,0.01973879,0.01964932,0.01380209,0.02512340,0.02698069,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING
19978,577,3,STILL,0.12888703,0.00182836,0.01418579,0.01159408,0.02162250,0.02323109,0.01950367,0.01833002,0.01402530,0.02699736,0.02598928,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING
20010,578,3,STILL,0.12891507,0.00143590,0.01113833,0.01152114,0.02278417,0.02370267,0.01891502,0.01779908,0.01386119,0.02466240,0.02374087,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,PARTIAL,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,MOVING,MOVING
20043,579,3,STILL,0.12873242,0.00134473,0.01044597,0.01079224,0.02055328,0.02140068,0.01789418,0.01848697,0.01391547,0.02399918,0.02464763,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20074,580,3,STILL,0.12839561,0.00096506,0.00751631,0.01037841,0.01990207,0.02111337,0.01692457,0.01851620,0.01323081,0.02373941,0.02459224,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20106,581,3,STILL,0.12775878,0.00128352,0.01004640,0.01058031,0.01989269,0.02124412,0.01579025,0.01866987,0.01358817,0.02709827,0.02845703,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20138,582,3,STILL,0.12698961,0.00118059,0.00929676,0.01074287,0.01875327,0.02094411,0.01405153,0.01790611,0.01315535,0.03168485,0.03006158,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20170,583,3,STILL,0.12655598,0.00074211,0.00586390,0.01011895,0.01844207,0.01940140,0.01368817,0.01755572,0.01247835,0.03105342,0.02845188,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20202,584,3,STILL,0.12643215,0.00106812,0.00844820,0.00961771,0.01836800,0.01811842,0.01346561,0.01539255,0.01228514,0.02476066,0.02281271,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20234,585,3,STILL,0.12611343,0.00079033,0.00626682,0.00862784,0.01599956,0.01574737,0.01351962,0.01392893,0.01180977,0.02368089,0.02472521,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20274,586,3,STILL,0.12626072,0.00049574,0.00392635,0.00772634,0.01380015,0.01363464,0.01214027,0.01362743,0.01172050,0.02464244,0.02791354,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20305,587,3,STILL,0.12616510,0.00056619,0.00448770,0.00698156,0.01212167,0.01211670,0.01142347,0.01293053,0.01105778,0.02517834,0.02954485,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20346,588,3,STILL,0.12603750,0.00043583,0.00345797,0.00647426,0.01039990,0.01020842,0.01026567,0.01134169,0.01072499,0.02764629,0.02789830,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20384,589,3,STILL,0.12623097,0.00093785,0.00742963,0.00614717,0.00927014,0.00861183,0.01027640,0.01099459,0.01084713,0.02730807,0.02687814,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20415,590,3,STILL,0.12598068,0.00067955,0.00539409,0.00565933,0.00887570,0.00755091,0.01097492,0.00995272,0.01070721,0.02169934,0.02740859,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20447,591,3,STILL,0.12556588,0.00128820,0.01025914,0.00620874,0.00889887,0.00794122,0.01095953,0.00948688,0.01051346,0.02367984,0.02881070,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20479,592,3,STILL,0.12521706,0.00066660,0.00532354,0.00581816,0.00794849,0.00732351,0.01015614,0.00929486,0.01012705,0.02643484,0.02967983,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20510,593,3,STILL,0.12480327,0.00056207,0.00450364,0.00559776,0.00769812,0.00704286,0.00903493,0.00878655,0.00968393,0.02701335,0.03012516,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20541,594,3,STILL,0.12439351,0.00082339,0.00661921,0.00593437,0.00788474,0.00701559,0.01027418,0.00844585,0.01004851,0.02718416,0.02804546,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20572,595,3,STILL,0.12403745,0.00101513,0.00818404,0.00639641,0.00843524,0.00738867,0.01028839,0.00753149,0.01062456,0.02980801,0.02555101,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20604,596,3,STILL,0.12370018,0.00141710,0.01145591,0.00739615,0.00995990,0.00896221,0.01083453,0.00736596,0.01046987,0.03254373,0.02780468,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20636,597,3,STILL,0.12360085,0.00061637,0.00498678,0.00709079,0.01023515,0.00961140,0.00923486,0.00684370,0.00922214,0.03135500,0.02614487,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20668,598,3,STILL,0.12320393,0.00091281,0.00740894,0.00734265,0.01079399,0.00973057,0.00813976,0.00679533,0.00882075,0.03159322,0.02572711,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20700,599,3,STILL,0.12317011,0.00074624,0.00605858,0.00681758,0.01010709,0.00888218,0.00699724,0.00655615,0.00818858,0.02853276,0.02369548,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20746,600,3,STILL,0.12339002,0.00150750,0.01221736,0.00767931,0.01133546,0.00966938,0.00719709,0.00786708,0.00834938,0.02643824,0.02329506,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20777,601,3,STILL,0.12372574,0.00093190,0.00753200,0.00805785,0.01180710,0.01022593,0.00699233,0.00802825,0.00793102,0.02627972,0.02280306,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20810,602,3,STILL,0.12387814,0.00079327,0.00640364,0.00803091,0.01142225,0.01049719,0.00620853,0.00877430,0.00778893,0.02747650,0.02428410,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20842,603,3,STILL,0.12373127,0.00047113,0.00380768,0.00748386,0.01030728,0.01006790,0.00679100,0.00882499,0.00672929,0.02335976,0.02443866,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20874,604,3,STILL,0.12380390,0.00114277,0.00923050,0.00720569,0.01064419,0.01044105,0.00639810,0.00901941,0.00751539,0.02089613,0.02462285,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20905,605,3,STILL,0.12379045,0.00038485,0.00310892,0.00697095,0.01036679,0.00949832,0.00653933,0.00922958,0.00743997,0.01917104,0.02344301,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20937,606,3,STILL,0.12391553,0.00095480,0.00770524,0.00700799,0.01045738,0.00969243,0.00630905,0.00942166,0.00799083,0.02185771,0.02302777,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
20969,607,3,STILL,0.12398227,0.00070961,0.00572347,0.00696610,0.00975379,0.00996070,0.00674666,0.00991729,0.00830618,0.02166002,0.02436051,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
21002,608,3,STILL,0.12418215,0.00106708,0.00859289,0.00651304,0.00889810,0.00979238,0.00682820,0.00933885,0.00840686,0.02023171,0.02443114,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
21033,609,3,STILL,0.12429388,0.00125993,0.01013669,0.00683863,0.01003426,0.01039566,0.00673234,0.00894037,0.00822925,0.01980313,0.02238996,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
21065,610,3,STILL,0.12411046,0.00082912,0.00668049,0.00687324,0.00938810,0.00977029,0.00703325,0.00899960,0.00843470,0.02177884,0.02153249,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
21113,611,3,STILL,0.12415234,0.00051877,0.00417847,0.00691958,0.00969939,0.00949621,0.00668119,0.01002897,0.00839824,0.02266089,0.02062024,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
21146,612,3,STILL,0.12412308,0.00111580,0.00898943,0.00688945,0.00915910,0.00841791,0.00718800,0.01010489,0.00796401,0.02108776,0.01740860,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
21185,613,3,STILL,0.12408355,0.00055790,0.00449614,0.00706285,0.00944709,0.00895830,0.00714572,0.00965882,0.00775367,0.02146257,0.01659165,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
21217,614,3,STILL,0.12432938,0.00101220,0.00814130,0.00711736,0.00915146,0.00893434,0.00740442,0.01031351,0.00709618,0.01878905,0.01521117,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
21251,615,3,STILL,0.12445804,0.00211046,0.01695721,0.00852158,0.01260661,0.01201281,0.00757695,0.01050124,0.00737928,0.02095815,0.01536536,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,RELIABLE,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY,STATIONARY
